course_link,price,title,subject,level,institution,length,prerequisites,short_description,effort
"Learn about the political, social, and economic changes in the Union and the Confederacy and the Civil Warâ€™s long-term economic and intellectual impact.",None,10 weeks,FREE,The Civil War and Reconstruction - 1861 - 1865: A New Birth of Freedom,History,6-8 hours per week,https://www.edx.org/course/civil-war-reconstruction-1861-1865-new-columbiax-hist1-2x,Introductory,ColumbiaX
Examine how economic development fueled the United Statesâ€™ evolution from 13 backwater colonies to a global power.,,8 weeks,FREE,American Capitalism: A History,Business & Management,4 hours/week,https://www.edx.org/course/american-capitalism-history-cornellx-hist1514x-0,Introductory,CornellX
"The second course in a four part, comprehensive series designed to prepare you for the AP Environmental Science exam, focusing on populations and sustainability.",None.,7 weeks,FREE,APÂ® Environmental Science - Part 2: Populations,Environmental Studies,2 - 4 hours per week,https://www.edx.org/course/apr-environmental-science-part-2-ricex-advenvsci-2x-0,Introductory,RiceX
"The third course in a four part, comprehensive series designed to prepare you for the AP Environmental Science exam, focusing on pollution and resources.",None.,6 weeks,FREE,APÂ® Environmental Science - Part 3: Pollution and Resources,Environmental Studies,2 - 4 hours/week,https://www.edx.org/course/apr-environmental-science-part-3-ricex-advenvsci-3x-0,Introductory,RiceX
Explore AP Physics 1 topics and boost your thinking and writing skills - free textbook supplied. Upgrade to a Verified Certificate to get AP Exam Prep +5. This Part 1 rerun is based on learner demand! ,Missing,7 weeks,FREE,APÂ® Physics 1 - Part 1: Linear Motion,Physics,3-5 hours/week,https://www.edx.org/course/apr-physics-1-part-1-linear-motion-ricex-advphy1-1x,Introductory,RiceX
"The second of four courses in a dynamic, comprehensive series that provides a solid base in introductory physics and helps prepare you for the AP Physics 1 Exam. Free textbook included!",Missing,6 weeks,FREE,APÂ® Physics 1 - Part 2: Rotational Motion,Physics,4-6 hours/week,https://www.edx.org/course/apr-physics-1-part-2-rotational-motion-ricex-advphy1-2x,Introductory,RiceX
"The first course in a comprehensive series designed to prepare you for the AP Physics 2 exam, focusing on thermodynamics and fluids.",None.,6 weeks,FREE,APÂ® Physics 2 - Part 1: Fluids and Thermodynamics,Physics,2 - 4 hours per week,https://www.edx.org/course/apr-physics-2-part-1-fluids-ricex-advphy2-1x-0,Introductory,RiceX
"The second course in a comprehensive series designed to prepare you for the AP Physics 2 exam, focusing on electricity and magnetism. ",None.,6 weeks,FREE,APÂ® Physics 2 - Part 2: Electricity and Magnetism,Physics,2 - 4 hours per week,https://www.edx.org/course/apr-physics-2-part-2-electricity-ricex-advphy2-2x-0,Introductory,RiceX
"The third course in a comprehensive series designed to prepare you for the AP Physics 2 exam, focusing on optics and modern physics.",None.,6 weeks,FREE,APÂ® Physics 2 - Part 3: Optics and Modern Physics,Physics,2 - 4 hours per week,https://www.edx.org/course/apr-physics-2-part-3-optics-modern-ricex-advphy2-3x-0,Introductory,RiceX
Explore the powerful and intriguing connections between astronomy and Einsteinâ€™s theory of relativity.,Missing,8 weeks,FREE,Relativity and Astrophysics,Math,4â€“8 hours per week,https://www.edx.org/course/relativity-astrophysics-cornellx-astro2290x,Intermediate,CornellX
"A survey of the physical universe and its constituents, including the formation, function, and evolution of stars, galaxies, black holes, quasars, and more.","Knowledge of physics at a solid introductory university level, basic calculus.",10 weeks,FREE,The Evolving Universe,Science,4-6 hours/week,https://www.edx.org/course/evolving-universe-caltechx-ay1001x,Intermediate,CaltechX
The activity of neurons in the brain and the code used by these neurons is described by mathematical neuron models at different levels of detail.,,7 weeks,FREE,Neuronal Dynamics - Computational Neuroscience of Single Neurons,Biology & Life Sciences,6 hours/week,https://www.edx.org/course/neuronal-dynamics-computational-epflx-bio465-1x,Advanced,EPFLx
The worldâ€™s top-rated School of Hotel Administration at Cornell University introduces you to the fast-growing world of hospitality and hotel management.,"None.
Some proficiency with Excel will be helpful.",6 weeks,FREE,Introduction to Global Hospitality Management,Business & Management,2 - 3 hours/week,https://www.edx.org/course/introduction-global-hospitality-cornellx-hosp-101x-0,Introductory,CornellX
"Clinical trials play a pivotal role in evidence-based medicine. This course will discuss the design, conduct, analysis, and interpretation of Phase I-IV clinical studies.",,8 weeks,FREE,Fundamentals of Clinical Trials,Health & Safety,4-6 hours per week depending on the background of the student.,https://www.edx.org/course/fundamentals-clinical-trials-harvardx-hsph-hms214x,Intermediate,HarvardX
"Explore the process of creation, and  the relationship between making and meaning, in the illuminated manuscripts of the western Middle Ages.",Missing,8 weeks,FREE,The Book: Making and Meaning in the Medieval Manuscript,Humanities,2-4 Hours per Week,https://www.edx.org/course/book-making-meaning-medieval-manuscript-harvardx-hum1-1x,Introductory,HarvardX
"Examine Medieval scrolls in detail, and gain an understanding of their uses and historical significance.",None,6 weeks,FREE,The Book: Scrolls in the Age of the Book,Humanities,2-4 hours/week,https://www.edx.org/course/book-scrolls-age-book-harvardx-hum1-2x,Introductory,HarvardX
"Learn how book printing first developed and shaped the modern book by examining some examples of rare materials from Harvard's collections. 
 ",Missing,3 weeks,FREE,"The Book: Print and Manuscript in Western Europe, Asia and the Middle East (1450-1650)",Humanities,1-2 Hours per Week,https://www.edx.org/course/book-print-manuscript-western-europe-harvardx-hum1-3x,Introductory,HarvardX
Learn about the role of books during the Enlightenment and how literature emerged as a modern form of culture.,Missing,1 week,FREE,The Book: The History of the Book in the 17th and 18th Century Europe,Humanities,1-2 Hours per Week,https://www.edx.org/course/book-history-book-17th-18th-century-harvardx-hum1-4x,Introductory,HarvardX
Go behind the scenes at Harvardâ€™s libraries to discover how readers in the first information age interacted with their books.,Missing,3 weeks,FREE,The Book: Book Sleuthing: What 19th-Century Books Can Tell Us About the Rise of the Reading Public?,Humanities,1-2 Hours per Week,https://www.edx.org/course/book-book-sleuthing-what-19th-century-harvardx-hum1-5x,Introductory,HarvardX
"Understand handwritingâ€™s role in the later Middle Ages as Europe was in the midst of the ""paper revolutionâ€ù and the quantity of documents was exploding. ",Missing,3 weeks,FREE,"The Book: Monasteries, Schools, and Notaries, Part 1: Reading the Late Medieval Marseille Archive",Humanities,1-2 Hours per Week,https://www.edx.org/course/book-monasteries-schools-notaries-part-1-harvardx-hum1-6x,Introductory,HarvardX
"Get an introduction to European handwriting of the so-called â€œtwelfth-century renaissance,â€ù when manuscript production skyrocketed as never before.",Missing,3 weeks,FREE,"The Book: Monasteries, Schools, and Notaries, Part 2: Introduction to the Transitional Gothic Script",Humanities,2-3 Hours per Week,https://www.edx.org/course/book-monasteries-schools-notaries-part-2-harvardx-hum1-7x,Introductory,HarvardX
"In this module of The Book: Histories Across Time and Space, explore the structure and content of the Book of Hours, as well as its role in private devotion and daily life in Medieval Europe.",Missing,Missing,FREE,The Book: The Medieval Book of Hours: Art and Devotion in the Later Middle Ages,Literature,2-4 Hours per Week,https://www.edx.org/course/book-medieval-book-hours-art-devotion-harvardx-hum1-8x,Introductory,HarvardX
"Learn about the ornate liturgical books used in medieval cathedrals and monasteries, and their purpose in the Middle Ages.",Missing,3 weeks,FREE,The Book: Books in the Medieval Liturgy,Literature,1-2 Hours per Week,https://www.edx.org/course/book-books-medieval-liturgy-harvardx-hum1-9x,Introductory,HarvardX
Learn from a renowned innovation expert how to spark your creativity. This proven method will make you more open-minded and productive.  ,None,5 weeks,FREE,Innovation Generation: How to Be Creative,Science,2-4 hours/week,https://www.edx.org/course/innovation-generation-how-be-creative-uthealthsphx-inov101x,Introductory,UTHealthSPHx
"Military historian Andrew Bacevich recounts the failed U.S. military effort over several decades to ""fix"" the Islamic world, explaining what went wrong and why.",None,6 weeks,FREE,War for the Greater Middle East,History,4 hours/week,https://www.edx.org/course/war-greater-middle-east-bux-intl301x-0,Introductory,BUx
Explore the legal doctrines at the core of the innovation economy and learn how legal rights and information shape our lives.,None,6 weeks,FREE,Intellectual Property Law and Policy - Part 1: IP and Patent Laws,Law,2-3 hours per week,https://www.edx.org/course/intellectual-property-law-policy-part-1-pennx-iplaw1x,Intermediate,PennX
"A course for physics teachers on motion, Newtonâ€™s laws, momentum and energy, in the context of history and education literature.","Basic algebra and trigonometry
 ",8 weeks,FREE,Force and Motion: Pedagogical Content Knowledge for Teaching Physics,Education & Teacher Training,8 hours/week,https://www.edx.org/course/force-motion-pedagogical-content-bux-itop1x,Introductory,BUx
Analyze globalization using evidence-based methods to address current issues that affect us personally and economically amidst worldwide market-led forces.,None,10 weeks,FREE,Global Markets and Personal Impacts,Communication,2-3 hours per week,https://www.edx.org/course/global-markets-personal-impacts-uwashingtonx-jsis123x,Introductory,UWashingtonX
Introduction to Urology will set you on a path to a basic understanding of urology geared towards anyone interested in clinical medicine. ,None,6 weeks,FREE,Introduction to Urology,Health & Safety,5 - 8 hours/week,https://www.edx.org/course/introduction-urology-kix-kiurologyx,Introductory,KIx
"Become a powerful advocate for the values and future of libraries and librarianship. Be informed, strategic, passionate, and unshushed!",,7 weeks,FREE,Library Advocacy Unshushed,Art & Culture,4 - 6 hours/week,https://www.edx.org/course/library-advocacy-unshushed-university-torontox-la101x,Introductory,University of TorontoX
"Take a tour through the inner-workings of the upper limb with Pennâ€™s award winning Anatomy Professor, Dr. James S. White.",Missing,6 weeks,FREE,Going Out on a Limb: Anatomy of the Upper Limb,Medicine,2-3 hours per week,https://www.edx.org/course/going-out-limb-anatomy-upper-limb-pennx-limbx,Introductory,PennX
An introduction to the logic and methods of analysis of data to improve teaching and learning.,None.,9 weeks,FREE,"Data, Analytics and Learning",Data Analysis & Statistics,5 hours/week,https://www.edx.org/course/data-analytics-learning-utarlingtonx-link5-10x,Intermediate,UTArlingtonX
